scientificName,accepted,acceptedKey,genus,species,phylum,key,taxonomicStatus,group
"Pterocladia robusta W.R.Taylor, 1945",Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662926,SYNONYM,Pterocladiella capillacea
Pterocladia supradecompositum Kütz.,Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,7887621,SYNONYM,Pterocladiella capillacea
? atropurpurea Olivi,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,9435351,SYNONYM,Pyropia leucosticta
"Neopyropia elongata (Kylin) L.-E.Yang & J.Brodie, 2020",Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,12303855,SYNONYM,Pyropia leucosticta
Neopyropia leucosticta (Thuret) L.E.Yang & J.Brodie,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,11388594,SYNONYM,Pyropia leucosticta
Phyllona atropurpurea (Olivi) Kuntze,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,5275645,SYNONYM,Pyropia leucosticta
Phyllona coriacea (Zanardini) Kuntze,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,5275643,SYNONYM,Pyropia leucosticta
Phyllona vermicellifera (Kützing) Kuntze,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,5275641,SYNONYM,Pyropia leucosticta
Porphyra elongata Kylin,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,5275632,SYNONYM,Pyropia leucosticta
Porphyra leucosticta Thuret,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,5275630,SYNONYM,Pyropia leucosticta
Porphyra leucosticta Thuret ex De Toni,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,11313997,SYNONYM,Pyropia leucosticta
Porphyra vermicellifera Kützing,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,5275634,SYNONYM,Pyropia leucosticta
Pyropia atropurpurea (Olivi) De Toni,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,8289548,SYNONYM,Pyropia leucosticta
Pyropia elongata (Kylin) Neefus & J.Brodie,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,8152381,HETEROTYPIC_SYNONYM,Pyropia leucosticta
Pyropia leucosticta (Thuret) Neefus & J.Brodie,Neopyropia spec (Kylin) L.-E.Yang & J.Brodie,12238937,Neopyropia,Neopyropia spec,Rhodophyta,7936563,HETEROTYPIC_SYNONYM,Pyropia leucosticta
"Neopyropia yezoensis (Ueda) L.-E.Yang & J.Brodie, 2020","Pyropia yezoensis (Ueda) M.S.Hwang & H.G.Choi, 2011",7713874,Pyropia,Pyropia yezoensis,Rhodophyta,12284344,SYNONYM,Pyropia yezoensis
Porphyra yezoensis Ueda,"Pyropia yezoensis (Ueda) M.S.Hwang & H.G.Choi, 2011",7713874,Pyropia,Pyropia yezoensis,Rhodophyta,12360543,SYNONYM,Pyropia yezoensis
Conferva implexa Dillwyn,Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,6452165,SYNONYM,Rhizoclonium riparium
Conferva riparia Roth,Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,2643579,SYNONYM,Rhizoclonium riparium
"Rhizoclonium hieroglyphicum var. riparium (Roth) Stockmayer, 1889",Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,12305525,SYNONYM,Rhizoclonium riparium
Rhizoclonium implexum (Dillwyn) Kützing,Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,2643583,SYNONYM,Rhizoclonium riparium
Rhizoclonium kerneri Stockm.,Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,2643635,SYNONYM,Rhizoclonium riparium
Rhizoclonium kochianum Kützing,Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,4268173,SYNONYM,Rhizoclonium riparium
Rhizoclonium panniosum Kütz.,Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,2643581,SYNONYM,Rhizoclonium riparium
"Rhizoclonium riparium var. implexum (Dillwyn) Rosenv., 1893",Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,2643584,SYNONYM,Rhizoclonium riparium
Rhizoclonium riparium var. kochianum (Kütz.),Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,2643614,SYNONYM,Rhizoclonium riparium
Rhizoclonium salinum Kützing,Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,8101375,SYNONYM,Rhizoclonium riparium
"Tiresias riparia (Roth) Aresch., 1851",Rhizoclonium riparium (Roth) Harvey,2643576,Rhizoclonium,Rhizoclonium riparium,Chlorophyta,7592234,SYNONYM,Rhizoclonium riparium
Delesseria palmetta (Stackhouse) J.V.Lamouroux,Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,2663304,SYNONYM,Rhodymenia pseudopalmata
Delesseria pseudopalmata (J.V.Lamouroux) J.V.Lamouroux,Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,2663318,SYNONYM,Rhodymenia pseudopalmata
Fucus palmetta Stackhouse,Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,7979363,SYNONYM,Rhodymenia pseudopalmata
Fucus pseudopalmatus J.V.Lamouroux,Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,2663319,SYNONYM,Rhodymenia pseudopalmata
Halymenia palmetta (Stackhouse) J.V.Lamouroux,Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,8029908,SYNONYM,Rhodymenia pseudopalmata
Membranifolia palmetta Stackhouse,Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,7523891,SYNONYM,Rhodymenia pseudopalmata
Palmaria palmetta (Stackhouse) Kuntze,Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,5278460,SYNONYM,Rhodymenia pseudopalmata
Rhodymenia palmetta (Stackhouse) Greville,Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,8661100,SYNONYM,Rhodymenia pseudopalmata
"Rhodymenia palmetta f. bahusiensis Aresch., 1847",Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,2663307,SYNONYM,Rhodymenia pseudopalmata
"Rhodymenia pseudopalmata var. caroliniana W.R.Taylor, 1960",Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,2663308,SYNONYM,Rhodymenia pseudopalmata
"Sphaerococcus palmetta (Stackh.) C.Agardh, 1817",Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,2663303,Rhodymenia,Rhodymenia pseudopalmata,Rhodophyta,8105583,SYNONYM,Rhodymenia pseudopalmata
"Hafgygia japonica (Aresch.) Aresch., 1883",Laminaria japonica J.E.Areschoug,5422368,Laminaria,Laminaria japonica,Ochrophyta,8396077,HOMOTYPIC_SYNONYM,Saccharina japonica
"Laminaria japonica var. ochotensis (Miyabe) Okamura, 1936",Laminaria japonica J.E.Areschoug,5422368,Laminaria,Laminaria japonica,Ochrophyta,5422367,SYNONYM,Saccharina japonica
"Laminaria ochotensis Miyabe, 1902",Laminaria japonica J.E.Areschoug,5422368,Laminaria,Laminaria japonica,Ochrophyta,5422366,SYNONYM,Saccharina japonica
"Oxyglossum japonicum (Aresch.) Aresch., 1880",Laminaria japonica J.E.Areschoug,5422368,Laminaria,Laminaria japonica,Ochrophyta,12333024,HOMOTYPIC_SYNONYM,Saccharina japonica
"Phycodendrum japonicum (Aresch.) Kuntze, 1898",Laminaria japonica J.E.Areschoug,5422368,Laminaria,Laminaria japonica,Ochrophyta,8312970,SYNONYM,Saccharina japonica
"Pleurophycus japonicus (Aresch.) O.C.Schmidt, 1938",Laminaria japonica J.E.Areschoug,5422368,Laminaria,Laminaria japonica,Ochrophyta,12276744,HOMOTYPIC_SYNONYM,Saccharina japonica
"Saccharina japonica (Aresch.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders, 2006",Laminaria japonica J.E.Areschoug,5422368,Laminaria,Laminaria japonica,Ochrophyta,4377197,HOMOTYPIC_SYNONYM,Saccharina japonica
"Ceramium phyllitis (Stackh.) Stackh., 1797","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,8180033,SYNONYM,Saccharina latissima
"Fucus phyllitis Stackh., 1796","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,3195885,SYNONYM,Saccharina latissima
Fucus saccharinus L.,"Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,3195912,SYNONYM,Saccharina latissima
"Fucus saccharinus var. angusto-bullatus Wahlenberg, 1826","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,3195889,SYNONYM,Saccharina latissima
"Fucus saccharinus var. bullatus Goodenough & Woodward, 1797","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,8161770,SYNONYM,Saccharina latissima
"Fucus saccharinus var. latissimus Wahlenberg, 1826","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,3195910,SYNONYM,Saccharina latissima
Laminaria agardhii Kjellman,"Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422458,SYNONYM,Saccharina latissima
"Laminaria caperata Bachelot de la Pylaie, 1824","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422420,SYNONYM,Saccharina latissima
"Laminaria caperata var. eliptica J.Agardh, 1868","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422429,SYNONYM,Saccharina latissima
"Laminaria caperata var. lanceolata J.Agardh, 1868","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422410,SYNONYM,Saccharina latissima
"Laminaria caperata var. oblonga J.Agardh, 1868","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422440,SYNONYM,Saccharina latissima
"Laminaria caperata var. obovata J.Agardh, 1868","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422433,SYNONYM,Saccharina latissima
"Laminaria faeroensis (Børgesen) Børgesen, 1902","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422417,SYNONYM,Saccharina latissima
"Laminaria faeroensis f. sacchariniformis Børgesen, 1902","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422415,SYNONYM,Saccharina latissima
Laminaria groenlandica Rosenvinge,"Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422434,SYNONYM,Saccharina latissima
"Laminaria hieroglyphica J.Agardh, 1868","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422438,SYNONYM,Saccharina latissima
"Laminaria longicruris var. faeroensis Børgesen, 1896","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422426,SYNONYM,Saccharina latissima
"Laminaria maxima (Gunnerus) Kjellman, 1877","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422404,SYNONYM,Saccharina latissima
Laminaria membranacea S.F.Gray,"Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422428,SYNONYM,Saccharina latissima
Laminaria phyllitis (Stackhouse) C.Agardh,"Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422409,SYNONYM,Saccharina latissima
"Laminaria phyllopus Kjellman, 1906","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422416,SYNONYM,Saccharina latissima
Laminaria saccharina (L.) J.V.Lamour.,"Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422401,SYNONYM,Saccharina latissima
"Laminaria saccharina f. borealis Foslie, 1884","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422435,SYNONYM,Saccharina latissima
"Laminaria saccharina f. bullata (C.Agardh) Kylin, 1907","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422421,SYNONYM,Saccharina latissima
"Laminaria saccharina f. caperata (De la Pylaie) Setch., 1900","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422419,SYNONYM,Saccharina latissima
"Laminaria saccharina f. latifolia (Kjellman) Kjellman, 1890","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422407,SYNONYM,Saccharina latissima
"Laminaria saccharina f. latissima Kjellman, 1883","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,8238318,SYNONYM,Saccharina latissima
"Laminaria saccharina f. linearis (J.Agardh) Foslie, 1884","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7622104,SYNONYM,Saccharina latissima
"Laminaria saccharina f. linearis (J.Agardh) Kjellman, 1883","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422412,SYNONYM,Saccharina latissima
"Laminaria saccharina f. linearis J.Agardh, 1868","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7378267,SYNONYM,Saccharina latissima
"Laminaria saccharina f. longissima (Gunnerus) Foslie, 1884","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422411,SYNONYM,Saccharina latissima
"Laminaria saccharina f. membranacea J.Agardh, 1868","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422425,SYNONYM,Saccharina latissima
"Laminaria saccharina f. oblonga (J.Agardh) Kjellman, 1883","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7981597,SYNONYM,Saccharina latissima
"Laminaria saccharina f. phyllitis (Stackh.) J.P.Jones & J.F.Kingston, 1829","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,10508493,SYNONYM,Saccharina latissima
"Laminaria saccharina f. prima J.Agardh, 1851","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422437,SYNONYM,Saccharina latissima
"Laminaria saccharina f. sublaevis (Kjellman) Kylin, 1907","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7467263,SYNONYM,Saccharina latissima
"Laminaria saccharina var. bullata C.Agardh, 1817","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7768404,SYNONYM,Saccharina latissima
"Laminaria saccharina var. caperata (De la Pylaie) Farlow, 1881","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7667174,SYNONYM,Saccharina latissima
"Laminaria saccharina var. grandis Kjellman, 1890","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422408,SYNONYM,Saccharina latissima
"Laminaria saccharina var. latissima C.Agardh, 1817","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422414,SYNONYM,Saccharina latissima
"Laminaria saccharina var. membranacea (J.Agardh) Kjellman, 1890","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,8293042,SYNONYM,Saccharina latissima
"Laminaria saccharina var. oblonga J.Agardh, 1868","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422402,SYNONYM,Saccharina latissima
"Laminaria saccharina var. phyllitis (Stackh.) Le Jolis, 1863","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,8256643,SYNONYM,Saccharina latissima
"Laminaria saccharina var. sublaevis Kjellman, 1890","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422418,SYNONYM,Saccharina latissima
"Laminaria stackhousei Bory, 1826","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,5422424,SYNONYM,Saccharina latissima
"Palmaria phyllitis (Stackh.) Nees, 1820","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7532302,SYNONYM,Saccharina latissima
"Phycoseris latissima (L.) Fraudenfeld, 1854","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7351548,SYNONYM,Saccharina latissima
"Saccharina bullata (Goodenough & Woodward) Stackh., 1809","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,8056996,SYNONYM,Saccharina latissima
"Saccharina phyllitis (Stackh.) Kuntze, 1891","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,3195902,SYNONYM,Saccharina latissima
"Saccharina plana Stackh., 1809","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,3195824,SYNONYM,Saccharina latissima
"Ulva fusca Hudson, 1778","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7952468,SYNONYM,Saccharina latissima
"Ulva lactuca var. latissima (L.) A.P.De Candolle, 1805","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7814616,SYNONYM,Saccharina latissima
Ulva latissima Gunnerus,"Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7757564,SYNONYM,Saccharina latissima
Ulva latissima L.,"Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7860254,SYNONYM,Saccharina latissima
"Ulva longissima Gunnerus, 1772","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,8150660,SYNONYM,Saccharina latissima
"Ulva maxima Gunnerus, 1772","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7684152,SYNONYM,Saccharina latissima
"Ulva phyllitis (Stackh.) A.P.de Candolle, 1805","Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",4377207,Saccharina,Saccharina latissima,Ochrophyta,7449943,SYNONYM,Saccharina latissima
Laminaria longicruris Bachelot de la Pylaie,"Saccharina longicruris (Bachelot de la Pylaie) Kuntze, 1891",4377206,Saccharina,Saccharina longicruris,Ochrophyta,5422478,SYNONYM,Saccharina longicruris
"Alaria pylaiei var. grandifolia (J.Agardh) Jónsson, 1904",Saccorhiza polyschides (Lightf.) Batters,5422611,Saccorhiza,Saccorhiza polyschides,Ochrophyta,7650381,SYNONYM,Saccorhiza polyschides
"Fucus bulbosus Hudson, 1778",Saccorhiza polyschides (Lightf.) Batters,5422611,Saccorhiza,Saccorhiza polyschides,Ochrophyta,3196183,SYNONYM,Saccorhiza polyschides
"Fucus polyschides Lightf., 1777",Saccorhiza polyschides (Lightf.) Batters,5422611,Saccorhiza,Saccorhiza polyschides,Ochrophyta,3196191,SYNONYM,Saccorhiza polyschides
"Gigantea bulbosa Stackh., 1816",Saccorhiza polyschides (Lightf.) Batters,5422611,Saccorhiza,Saccorhiza polyschides,Ochrophyta,5422546,SYNONYM,Saccorhiza polyschides
Haligenia bulbosa Decaisne,Saccorhiza polyschides (Lightf.) Batters,5422611,Saccorhiza,Saccorhiza polyschides,Ochrophyta,3196181,SYNONYM,Saccorhiza polyschides
"Laminaria blossevillei Bory, 1838",Saccorhiza polyschides (Lightf.) Batters,5422611,Saccorhiza,Saccorhiza polyschides,Ochrophyta,5422612,SYNONYM,Saccorhiza polyschides
"Laminaria bulbosa J.V.Lamour., 1813",Saccorhiza polyschides (Lightf.) Batters,5422611,Saccorhiza,Saccorhiza polyschides,Ochrophyta,5422613,SYNONYM,Saccorhiza polyschides
"Phasgonon bulbosum (Hudson) S.F.Gray, 1821",Saccorhiza polyschides (Lightf.) Batters,5422611,Saccorhiza,Saccorhiza polyschides,Ochrophyta,3198098,SYNONYM,Saccorhiza polyschides
