scientificName,accepted,acceptedKey,genus,species,phylum,key,taxonomicStatus,group
Polymorpha norvegicus (Gunnerus) Stackhouse,Chondrus crispus Stackhouse,5279115,Chondrus,Chondrus crispus,Rhodophyta,7705505,SYNONYM,Chondrus crispus
"Sphaerococcus crispus f. aequalis (Turner) C.Agardh, 1817",Chondrus crispus Stackhouse,5279115,Chondrus,Chondrus crispus,Rhodophyta,5279132,SYNONYM,Chondrus crispus
"Sphaerococcus crispus var. ciliatus Suhr, 1834",Chondrus crispus Stackhouse,5279115,Chondrus,Chondrus crispus,Rhodophyta,5279118,SYNONYM,Chondrus crispus
Sphaerococcus norvegicus (Gunnerus) C.Agardh,Chondrus crispus Stackhouse,5279115,Chondrus,Chondrus crispus,Rhodophyta,5279281,SYNONYM,Chondrus crispus
"Ceramium filum (L.) R.H.Wiggers, 1780",Chorda filum (L.) Stackh.,3195749,Chorda,Chorda filum,Ochrophyta,8321122,SYNONYM,Chorda filum
"Chondrus filum (L.) J.V.Lamour., 1824",Chorda filum (L.) Stackh.,3195749,Chorda,Chorda filum,Ochrophyta,7756362,SYNONYM,Chorda filum
"Chorda filum f. subtomentosa (Areschoug) Kjellman, 1883",Chorda filum (L.) Stackh.,3195749,Chorda,Chorda filum,Ochrophyta,6152981,SYNONYM,Chorda filum
"Chorda filum var. subtomentosa Areschoug, 1875",Chorda filum (L.) Stackh.,3195749,Chorda,Chorda filum,Ochrophyta,3195751,SYNONYM,Chorda filum
Chorda filum var. thrix W.J.Hooker,Chorda filum (L.) Stackh.,3195749,Chorda,Chorda filum,Ochrophyta,3195755,SYNONYM,Chorda filum
Chordaria filum (L.) C.Agardh,Chorda filum (L.) Stackh.,3195749,Chorda,Chorda filum,Ochrophyta,5422321,SYNONYM,Chorda filum
Fucus filiformis Strøm,Chorda filum (L.) Stackh.,3195749,Chorda,Chorda filum,Ochrophyta,7696363,SYNONYM,Chorda filum
Fucus filum L.,Chorda filum (L.) Stackh.,3195749,Chorda,Chorda filum,Ochrophyta,3195750,SYNONYM,Chorda filum
Scytosiphon filum (L.) C.Agardh,Chorda filum (L.) Stackh.,3195749,Chorda,Chorda filum,Ochrophyta,8210499,SYNONYM,Chorda filum
"Chordaria flagelliformis var. firma Kjellman, 1890",Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,5422989,SYNONYM,Chordaria flagelliformis
"Chordaria flagelliformis var. minor C.Agardh, 1817",Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,5422990,SYNONYM,Chordaria flagelliformis
"Conferva elongata Gunnerus, 1772",Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,7928154,SYNONYM,Chordaria flagelliformis
"Conferva flagelliformis Gunnerus, 1772",Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,7573186,SYNONYM,Chordaria flagelliformis
Dichosporangium chordariae Wollny,Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,3198657,SYNONYM,Chordaria flagelliformis
"Fucus corneus Zoega, 1772",Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,8081599,SYNONYM,Chordaria flagelliformis
Fucus flagelliformis O.F.Müll.,Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,3198662,SYNONYM,Chordaria flagelliformis
"Fucus flagelliformis var. minor Wahlenberg, 1826",Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,3198653,SYNONYM,Chordaria flagelliformis
Streblonema chordariae (Wollny) A.D.Cotton,Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,8470945,HOMOTYPIC_SYNONYM,Chordaria flagelliformis
"Streblonema chordariae (Wollny) A.D.Cotton ex Lily Newton, 1931",Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,7498392,SYNONYM,Chordaria flagelliformis
Streblonema chordariae (Wollny) De Toni,Chordaria flagelliformis (O.F.Müll.) C.Agardh,5422988,Chordaria,Chordaria flagelliformis,Ochrophyta,8538235,SYNONYM,Chordaria flagelliformis
? pumila Bail ex Rabenhorst,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11284771,SYNONYM,Cladophora glomerata
"Annulina glomerata (L.) Link, 1820",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272778,SYNONYM,Cladophora glomerata
"Chantransia flavicans Desv., 1813",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644325,SYNONYM,Cladophora glomerata
"Chantransia glomerata (L.) Lam. & De Candolle, 1805",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,7549970,SYNONYM,Cladophora glomerata
"Chantransia vaginata (Ducluzeau) Desv., 1813",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644312,SYNONYM,Cladophora glomerata
"Cladophora brachystelecha Rabenh., 1857",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272779,SYNONYM,Cladophora glomerata
Cladophora canicularis Roth,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272805,SYNONYM,Cladophora glomerata
"Cladophora comosa Kütz., 1843",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272400,SYNONYM,Cladophora glomerata
Cladophora crispata (Roth) Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,7652997,SYNONYM,Cladophora glomerata
"Cladophora crispata f. arenaria Kütz., 1881",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,8085303,SYNONYM,Cladophora glomerata
Cladophora cristata (Roth) Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272868,SYNONYM,Cladophora glomerata
"Cladophora cristata f. maura Lewin, 1888",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272774,SYNONYM,Cladophora glomerata
Cladophora cristata subsp. maura Lewin,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11287144,SYNONYM,Cladophora glomerata
Cladophora crystallina subsp. flaccida Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11239550,SYNONYM,Cladophora glomerata
"Cladophora crystallina var. flaccida Kütz., 1849",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272816,SYNONYM,Cladophora glomerata
"Cladophora curvata Kütz., 1845",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272809,SYNONYM,Cladophora glomerata
"Cladophora declinata Kütz., 1849",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272776,SYNONYM,Cladophora glomerata
Cladophora declinata subsp. fluitans (Kützing) Hansgirg,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11352212,SYNONYM,Cladophora glomerata
Cladophora declinata subsp. pumila (Bail ex Rabenhorst) Kirchner,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11223749,SYNONYM,Cladophora glomerata
"Cladophora declinata var. fluitans (Kütz.) Hansg., 1886",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272811,SYNONYM,Cladophora glomerata
"Cladophora declinata var. pumila (Bail ex Rabenh.) Kirchner, 1878",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272814,SYNONYM,Cladophora glomerata
"Cladophora elongata (Agardh) Kütz., 1843",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272782,SYNONYM,Cladophora glomerata
"Cladophora fasciculata Kütz., 1845",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272803,SYNONYM,Cladophora glomerata
Cladophora fasciculata f. declinata (Kütz.) Hauck,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272802,SYNONYM,Cladophora glomerata
Cladophora fasciculata subsp. declinata (Kützing) Hauck,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11270873,SYNONYM,Cladophora glomerata
Cladophora flavescens subsp. clavigera Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11297137,SYNONYM,Cladophora glomerata
"Cladophora flavescens var. clavigera Kütz., 1843",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272815,SYNONYM,Cladophora glomerata
"Cladophora flavida Kütz., 1845",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272808,SYNONYM,Cladophora glomerata
Cladophora flavida subsp. clavigera (Kützing) Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11255367,SYNONYM,Cladophora glomerata
"Cladophora flavida var. clavigera (Kütz.) Kütz., 1845",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272772,SYNONYM,Cladophora glomerata
"Cladophora fluitans Kütz., 1845",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272773,SYNONYM,Cladophora glomerata
"Cladophora fracta f. capillaris (Mont.) Rabenh., 1864",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,7521462,SYNONYM,Cladophora glomerata
"Cladophora fracta f. tolediana Budde, 1929",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,8212842,SYNONYM,Cladophora glomerata
Cladophora fracta subsp. strepens (Agardh) Rabenhorst,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11303322,SYNONYM,Cladophora glomerata
Cladophora fracta var. flavescens (Harvey) Batters,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272530,SYNONYM,Cladophora glomerata
"Cladophora fracta var. strepens (Agardh) Rabenh., 1868",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272781,SYNONYM,Cladophora glomerata
Cladophora glomerata subsp. arbuscula Rabenhorst,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11335065,SYNONYM,Cladophora glomerata
Cladophora glomerata subsp. cartilaginea Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11245130,SYNONYM,Cladophora glomerata
Cladophora glomerata subsp. intricata (Kützing) Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11229340,SYNONYM,Cladophora glomerata
Cladophora glomerata subsp. mucosa Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11358299,SYNONYM,Cladophora glomerata
Cladophora glomerata subsp. rivularis Rabenhorst,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11281278,SYNONYM,Cladophora glomerata
Cladophora glomerata subsp. simplicior Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11313727,SYNONYM,Cladophora glomerata
Cladophora glomerata subsp. tenuior Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11307702,SYNONYM,Cladophora glomerata
"Cladophora glomerata var. arbuscula Rabenh., 1863",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272806,SYNONYM,Cladophora glomerata
"Cladophora glomerata var. cartilaginea Kütz., 1849",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272780,SYNONYM,Cladophora glomerata
"Cladophora glomerata var. intricata (Kütz.) Kütz., 1849",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272777,SYNONYM,Cladophora glomerata
"Cladophora glomerata var. mucosa Kütz., 1849",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272807,SYNONYM,Cladophora glomerata
"Cladophora glomerata var. rivularis Rabenh., 1851",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272812,SYNONYM,Cladophora glomerata
"Cladophora glomerata var. simplicior Kütz., 1849",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272810,SYNONYM,Cladophora glomerata
"Cladophora glomerata var. tenuior Kütz., 1849",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272775,SYNONYM,Cladophora glomerata
Cladophora insignis subsp. fluviatilis Kützing,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11341155,SYNONYM,Cladophora glomerata
"Cladophora insignis var. fluviatilis Kütz., 1849",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272801,SYNONYM,Cladophora glomerata
"Cladophora intricata Kütz., 1845",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272817,SYNONYM,Cladophora glomerata
"Cladophora macrogonya (Lyngb.) Kütz., 1843",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272804,SYNONYM,Cladophora glomerata
Cladophora olympica Grunow,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,8511182,HOMOTYPIC_SYNONYM,Cladophora glomerata
"Cladophora olympica Grunow ex Rabenh., 1868",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272771,SYNONYM,Cladophora glomerata
"Cladophora strepens (Agardh) Kütz., 1843",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272813,SYNONYM,Cladophora glomerata
"Cladophora tildeniae Brand, 1902",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5272332,SYNONYM,Cladophora glomerata
Cladophora uberrima Lambert,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,5707597,SYNONYM,Cladophora glomerata
"Conferva capillaris L., 1753",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,8351698,SYNONYM,Cladophora glomerata
"Conferva comosa Kütz., 1836",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644310,SYNONYM,Cladophora glomerata
Conferva crispata Röth,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644297,SYNONYM,Cladophora glomerata
Conferva cristata Roth,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644305,SYNONYM,Cladophora glomerata
"Conferva elongata Agardh, 1824",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,8362993,SYNONYM,Cladophora glomerata
"Conferva erecta Suhr, 1840",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644259,SYNONYM,Cladophora glomerata
Conferva erecta subsp. subsimplex Suhr,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11318148,SYNONYM,Cladophora glomerata
Conferva erecta subsp. tenerrima Suhr,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11324570,SYNONYM,Cladophora glomerata
"Conferva erecta var. subsimplex Suhr, 1840",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644315,SYNONYM,Cladophora glomerata
"Conferva erecta var. tenerrima Suhr, 1840",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644327,SYNONYM,Cladophora glomerata
"Conferva flavida (Kütz.) Rabenh., 1847",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644326,SYNONYM,Cladophora glomerata
Conferva glomerata L.,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644261,HOMOTYPIC_SYNONYM,Cladophora glomerata
Conferva glomerata subsp. detersa Agardh,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11261044,SYNONYM,Cladophora glomerata
Conferva glomerata subsp. firmior Agardh,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11330634,SYNONYM,Cladophora glomerata
Conferva glomerata subsp. longissima (Desfontaines) Agardh,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11265237,SYNONYM,Cladophora glomerata
Conferva glomerata subsp. macrogonya Lyngbye,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11249263,SYNONYM,Cladophora glomerata
Conferva glomerata subsp. ochrochloa Agardh,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11362800,SYNONYM,Cladophora glomerata
Conferva glomerata subsp. simplicior,Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,11291468,SYNONYM,Cladophora glomerata
"Conferva glomerata var. detersa Agardh, 1824",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644311,SYNONYM,Cladophora glomerata
"Conferva glomerata var. firmior Agardh, 1824",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644324,SYNONYM,Cladophora glomerata
"Conferva glomerata var. longissima (Desfontaines) Agardh, 1824",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644335,SYNONYM,Cladophora glomerata
"Conferva glomerata var. macrogonya Lyngb., 1819",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644268,SYNONYM,Cladophora glomerata
"Conferva glomerata var. ochrochloa Agardh, 1824",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644330,SYNONYM,Cladophora glomerata
"Conferva glomerata var. simplicior Agardh, 1824",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644260,SYNONYM,Cladophora glomerata
"Conferva heuflerii Zanardini, 1852",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644332,SYNONYM,Cladophora glomerata
"Conferva longissima Desfontaines, 1798",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,7638710,SYNONYM,Cladophora glomerata
"Conferva macrogonya (Lyngb.) Rabenh., 1847",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644321,SYNONYM,Cladophora glomerata
"Conferva rigida Hudson, 1762",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644333,SYNONYM,Cladophora glomerata
"Conferva strepens Agardh, 1827",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644275,SYNONYM,Cladophora glomerata
"Conferva vaginata Ducluzeau, 1805",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644274,SYNONYM,Cladophora glomerata
"Polysperma glomerata (L.) Vaucher, 1803",Cladophora glomerata (L.) Kütz.,5272770,Cladophora,Cladophora glomerata,Chlorophyta,2644318,SYNONYM,Cladophora glomerata
? rupestre L.,Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,7806927,SYNONYM,Cladophora rupestris
"Aegagropila biformis Wittrock, 1878",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272909,SYNONYM,Cladophora rupestris
"Annulina rupestris (L.) Link, 1820",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272910,SYNONYM,Cladophora rupestris
"Ceramium rupestre (L.) Lam. & De Candolle, 1805",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,7972540,SYNONYM,Cladophora rupestris
"Chloronitum rupestre (L.) Gallion, 1828",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,2644442,SYNONYM,Cladophora rupestris
"Cladophora lyngbyana Kütz., 1845",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272906,SYNONYM,Cladophora rupestris
"Cladophora nuda (Harvey) Harvey, 1849",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272899,SYNONYM,Cladophora rupestris
"Cladophora opposita Kütz., 1843",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272915,SYNONYM,Cladophora rupestris
"Cladophora plumosa Kütz., 1843",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,11369881,PROPARTE_SYNONYM,Cladophora rupestris
"Cladophora rupestris f. contracta Simmons, 1897",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272905,SYNONYM,Cladophora rupestris
"Cladophora rupestris f. flaccida Suringar, 1857",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272911,SYNONYM,Cladophora rupestris
Cladophora rupestris f. mediterranea (Kütz.) Ardissone,Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272900,SYNONYM,Cladophora rupestris
"Cladophora rupestris f. nuda (Harvey) Holmes & Batters ex Batters, 1902",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,8036782,SYNONYM,Cladophora rupestris
"Cladophora rupestris f. rigida Suringar, 1857",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272901,SYNONYM,Cladophora rupestris
"Cladophora rupestris f. submarina Foslie, 1884",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272916,SYNONYM,Cladophora rupestris
"Cladophora rupestris var. baltica Kütz., 1845",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272912,SYNONYM,Cladophora rupestris
"Cladophora rupestris var. mediterranea Kütz., 1849",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,7897421,SYNONYM,Cladophora rupestris
"Cladophora rupestris var. nuda Hamel, 1925",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,8112640,SYNONYM,Cladophora rupestris
"Cladophora sertularina var. adriatica Kütz., 1849",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,5272903,SYNONYM,Cladophora rupestris
"Conferva glauca Roth, 1800",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,2644454,SYNONYM,Cladophora rupestris
"Conferva lyngbyana (Kütz.) Rabenh., 1847",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,2644446,SYNONYM,Cladophora rupestris
"Conferva nuda Harvey, 1836",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,8361395,SYNONYM,Cladophora rupestris
Conferva ramosissima Draparnaud,Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,8614917,HOMOTYPIC_SYNONYM,Cladophora rupestris
"Conferva ramosissima Draparnaud ex Kütz., 1845",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,2644440,SYNONYM,Cladophora rupestris
Conferva rupestris L.,Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,2644450,HOMOTYPIC_SYNONYM,Cladophora rupestris
"Conferva rupestris var. glauca (Roth) Roth, 1806",Cladophora rupestris (L.) Kütz.,5272898,Cladophora,Cladophora rupestris,Chlorophyta,2644441,SYNONYM,Cladophora rupestris
Actinococcus roseus Suhr,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,8443313,HOMOTYPIC_SYNONYM,Coccotylus truncatus
"Actinococcus roseus Suhr ex Kütz., 1843",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,2667257,SYNONYM,Coccotylus truncatus
Actinococcus subcutaneus (Lyngbye ex Hornemann) Rosenvinge,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,2667258,SYNONYM,Coccotylus truncatus
"Agarum brodiei (Turner) Trevisan, 1845",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,8266857,SYNONYM,Coccotylus truncatus
Chaetophora subcutanea Lyngb.,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,8646422,HOMOTYPIC_SYNONYM,Coccotylus truncatus
"Chaetophora subcutanea Lyngb. ex Hornem., 1834",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,7747713,SYNONYM,Coccotylus truncatus
Chondrus brodiei (Turner) Greville,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,12390614,PROPARTE_SYNONYM,Coccotylus truncatus
Chondrus truncatus Postels & Ruprecht,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279394,SYNONYM,Coccotylus truncatus
Coccothylus truncatus,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,10412070,SYNONYM,Coccotylus truncatus
Coccotylus brodiaei var. concatenatus Kütz.,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,6452624,SYNONYM,Coccotylus truncatus
